brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price
Mercedes-Benz,E-Class E 300,2019,26460,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,23,30,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,Black,Black,38697
Honda,Passport EX-L,2020,19870,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,Black,Crystal Black Pearl,32750
Hyundai,Venue SEL,2021,35112,1.6L I4 16V MPFI DOHC,1.6,Automatic CVT,1,Gasoline,Front-wheel Drive,,,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,Black,Intense Blue,19500
Cadillac,Escalade Luxury,2016,90584,6.2L V8 16V GDI OHV,6.2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,29,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,Brown,White,35885
Lexus,ES 350 Base,2022,13257,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,,,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,Acorn,Black,40490
Kia,Seltos S,2021,12030,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,19,24,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,Black,Mars Orange,24399
Kia,Sportage S,2021,9878,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,36,40,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,Black,Steel Gray,27250
MINI,Clubman Cooper ALL4,2017,49274,1.5L I3 12V GDI DOHC Turbo,1.5,6-Speed Manual,0,Gasoline,Four-wheel Drive,28,36,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,Carbon Black,Blazing Red Metallic,21441
BMW,535 i xDrive,2013,105550,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,30,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,Black,Dark Graphite,14588
Jeep,Wrangler Sport,2012,83845,3.6L V6 24V MPFI DOHC,3.6,5-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Black,Dozer Clearcoat,19179
Lexus,GS 350,2015,106694,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Black,Starfire Pearl,21379
Alfa,Romeo Stelvio Ti,2018,71275,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,Black,Alfa White,21891
Chevrolet,Cobalt LS,2010,59580,2.2L I4,2.2,Automatic 4-Speed,1,Gasoline,Front-wheel Drive,33,33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Gray,Red,6995
Volvo,XC60 T6 Platinum,2013,103360,3.0L I6 24V MPFI DOHC Turbo,3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,22,25,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,Anthracite Black,Electric Silver Metallic,15995
Alfa,Romeo Giulia Ti,2020,32265,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,31,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,Tan / Black,Alfa White,31573
Alfa,Romeo Giulia Base,2021,41126,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,24,34,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,Red / Black,Alfa Black,25998
Mazda,CX-9 Signature,2016,109537,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,26,35,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,Auburn,Machine Gray,19000
Nissan,350Z Touring,2005,47935,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,3.5,5-Speed A/T,0,Gasoline,Rear-wheel Drive,,,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,Gray,Blue,14000
Kia,Sorento Hybrid EX,2021,27255,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1,Hybrid,Front-wheel Drive,24,32,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,Black,Silky Silver,34590
Jaguar,F-PACE 25t Premium,2020,38045,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,27,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Latte / Ebony,Portofino Blue,33999
Mitsubishi,Outlander Sport SP,2019,45046,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,27,31,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Black,Blue,15995
Chevrolet,Suburban LT,2016,101471,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,15,22,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,Cocoa / Dune,Brownstone Metallic,28200
FIAT,500L Trekking,2014,67558,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed,0,Gasoline,Front-wheel Drive,25,33,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,Black,Black,12995
BMW,i3 120Ah w/Range Extender,2019,28870,Electric,,1-Speed Automatic,1,Electric,Rear-wheel Drive,,,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,Gray,Mineral Gray,24696
Cadillac,XT5 AWD Sport,2021,20401,"Engine, 3.6L V6, DI, VVT, with Automatic Stop/Start (310 hp [231",3.6,Automatic,1,Gasoline,Four-wheel Drive,24,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maple Sugar,Infrared Tintcoat,45500
FIAT,500 Abarth,2013,42154,1.4L I4 16V MPFI SOHC Turbo,1.4,5-Speed Manual,0,Gasoline,Front-wheel Drive,28,34,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Red,Black,15998
Volkswagen,Atlas 2.0T SEL,2021,35199,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,Titan Black,Deep Black Pearl Effect,39480
Audi,Q7 55 Premium Plus,2019,30785,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,25,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,Black,Night Black,42999
Ford,Bronco Sport Badlands,2021,45095,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,26,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,Ebony,Area 51,33538
Hyundai,Tucson SE,2019,64333,"Nu 2L I-4 gasoline direct injection, DOHC, D-CVVT variable valve",,Automatic,1,Gasoline,Front-wheel Drive,21,31,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,Gray,Molten Silver,18947
Ford,Mustang Mach-E Select,2021,9245,Electric,,1-Speed Automatic,1,Electric,Four-wheel Drive,,,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,Black Onyx,Space White Metallic,34400
Cadillac,ATS 2.5L,2016,62435,"2.5L I-4 gasoline direct injection, DOHC, variable valve control",2.5,Automatic 8-Speed,1,Gasoline,Rear-wheel Drive,21,31,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,TAN,Radiant Silver Metallic,16997
Porsche,Macan GTS,2018,50950,3.0L V6 24V GDI DOHC Twin Turbo,3,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,15,24,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,,White,45351
BMW,430 Gran Coupe i,2019,80013,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,24,34,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,Black,Glacier Silver Metallic,24899
Suzuki,SX4 LE,2011,113372,2.0L I4 16V MPFI DOHC,2,Automatic,1,Gasoline,Front-wheel Drive,19,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,White,8495
Nissan,Altima 2.0 SR,2021,34170,2.0L I4 16V PDI DOHC Turbo,2,Automatic CVT,1,Gasoline,Front-wheel Drive,18,26,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,Sport,Deep Blue Pearl,26999
Lexus,IS 300 Base,2022,14554,3.5L V6 24V PDI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,13,18,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,Rioja Red,Iridium,39988
Porsche,Taycan Cross Turismo Turbo S,2022,1035,Electric,,2-Speed Automatic,1,Electric,Four-wheel Drive,19,23,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,Black,Black,177000
MINI,Clubman Cooper S ALL4,2020,26329,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,28,37,,,,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,Black,Thunder Gray,27998
Kia,Sedona SX,2019,74147,3.3L V6 24V GDI DOHC,3.3,8-Speed Automatic,1,Gasoline,Front-wheel Drive,33,41,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,Gray,Celestial Blue,26595
Toyota,Mirai Base,2021,20132,,,Continuously Variable,0,Unknown,Rear-wheel Drive,0,71,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,BLACK,GRAY,28900
Chevrolet,Tahoe Premier,2020,44016,6.2L V8 OHV 16V,6.2,Automatic,1,Gasoline,Four-wheel Drive,15,21,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Saddle,White,57999
Toyota,Highlander XLE,2021,20103,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,21,29,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,Graphite,Celestial Silver Metallic,38995
MINI,Countryman Cooper ALL4,2022,26233,1.5L I3 12V GDI DOHC Turbo,1.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,29,37,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,Black,Blue,25999
Alfa,Romeo Giulia Ti,2023,5464,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,31,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,Black,Vulcano Black Metallic,45717
MINI,Convertible Cooper,2019,28163,1.5L I3 12V GDI DOHC Turbo,1.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,22,32,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,Carbon Black,Orange Metallic,20978
Lexus,GX 460 Base,2019,36148,4.6L V8 32V MPFI DOHC,4.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,22,33,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,Sepia,Black Onyx,44590
Hyundai,Palisade Limited,2023,15006,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic with SHIFTRONIC,1,Gasoline,Four-wheel Drive,19,26,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,Black,Moonlight Cloud,53000
Volkswagen,Touareg V6 Executive,2017,91991,"3.6L V-6 gasoline direct injection, DOHC, variable valve control",3.6,8-Speed Shiftable Automatic,1,Gasoline,Four-wheel Drive,30,40,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,Terracotta Brown,Moonlight Blue Pearl,23950
Porsche,911 GT3,2019,15735,4.0L H6 24V GDI DOHC,4,6-Speed Manual,0,Gasoline,Rear-wheel Drive,,,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,Black,Red,169995
Porsche,Cayenne Base,2022,17777,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,28,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,Black,Carrara White Metallic,74701
Cadillac,Escalade Premium Luxury,2021,30976,8 Cylinder Engine,,Automatic,1,Gasoline,Four-wheel Drive,21,32,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Jet Black,Black Raven,83495
Alfa,Romeo Stelvio Ti,2022,24957,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,31,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,Black,Alfa White,36500
Lexus,RX 350 350,2019,28333,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,28,29,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,Black,Blue,38490
FIAT,500 Pop,2012,92070,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,30,38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Black,Blue,5632
Hyundai,Genesis Coupe 3.8 Ultimate,2016,77691,V6,,Manual,0,Gasoline,Rear-wheel Drive,16,24,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,Black,Casablanca White,21900
Ford,F-150 XLT,2020,38667,5.0L V8 32V PDI DOHC,5,Automatic,1,Gasoline,Rear-wheel Drive,,,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,Medium Earth Gray,Agate Black Metallic,34899
Volkswagen,Atlas 3.6L SE,2020,18140,"3.6L V-6 gasoline direct injection, DOHC, variable valve control",3.6,8-Speed Automatic with Tiptronic,1,Gasoline,Four-wheel Drive,24,36,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,,Deep Black Pearl,37997
Mitsubishi,Outlander Sport 2.0 LE,2018,61408,2.0L I4 16V MPFI DOHC,2,5-Speed Manual,0,Gasoline,Front-wheel Drive,23,29,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,Black,Labrador Black Metallic,16078
Chevrolet,Cruze LS,2018,115021,1.4L I4 16V GDI DOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,29,40,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,,Black,9999
Toyota,Avalon Hybrid Limited,2013,72451,2.5L I4 16V MPFI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Front-wheel Drive,39,40,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,Black,Moulin Rouge Mica,19991
Toyota,Tundra SR5,2016,108599,5.7L V8 32V MPFI DOHC,5.7,6-Speed Automatic,1,Gasoline,Four-wheel Drive,13,17,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,Black,Magnetic Gray Metallic,29500
Jeep,Wrangler Sport,2020,27257,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,Black,Orange,35998
Audi,A8 L 55,2019,41484,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,27,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,Black,Mythos Black Metallic,44299
Nissan,Sentra SV,2013,90846,1.8L I4 16V MPFI DOHC,1.8,Automatic CVT,1,Gasoline,Front-wheel Drive,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Charcoal,Graphite Blue,8999
BMW,X3 M40i,2023,5384,3.0L I6 24V GDI DOHC Turbo,3,Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,Tacora Red,Tanzanite Blue II Metallic,61787
Mercedes-Benz,CLA 250 Base,2019,41919,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,14,19,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,Black,Mountain Gray Metallic,30999
Kia,Stinger GT2,2023,5886,3.3L V6 24V GDI DOHC Twin Turbo,3.3,Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,Black,Ceramic Silver,48540
Volkswagen,Atlas 3.6L SE w/Technology,2022,9795,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,22,0,,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,Titan Black,Deep Black Pearl Effect,38500
Mercedes-Benz,GLC 300 Base 4MATIC,2018,50027,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,18,23,,,,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,Tan,Blue,30998
Honda,Odyssey EX-L,2020,49602,3.5L V6 24V GDI SOHC,3.5,10-Speed Automatic,1,Gasoline,Front-wheel Drive,19,28,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,Gray,Obsidian Blue Pearl,34500
Hyundai,Veloster Turbo R-Spec,2015,67325,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,19,24,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,Black,Pacific Blue Pearl,14390
Maserati,GranTurismo Sport,2014,53155,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Black,Black,35549
Jeep,Wagoneer Series III 4x4,2022,28831,"HEMI 5.7L V-8 variable valve control, engine with cylinder deact",5.7,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,27,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Global Black,Baltic Gray Metallic Clearcoat,69994
Nissan,Altima 2.5 SR,2018,77466,2.5L I4 16V MPFI DOHC,2.5,Automatic CVT,1,Gasoline,Front-wheel Drive,13,18,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,Sport Interior,White,17792
Audi,TT quattro,2002,126406,"1.8L I-4 DOHC, intercooled turbo, engine with 225HP",1.8,Manual,0,Gasoline,Four-wheel Drive,20,28,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Gray,White,8999
Land,Rover Discovery Sport R-Dynamic S,2021,28687,I4,,Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,Ebony,Firenze Red,37498
Ford,F-250 Super Duty,2013,251994,6.2L V8 16V MPFI SOHC,6.2,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,17980
Volvo,XC90 T6 Inscription 6 Passenger,2022,10689,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,28,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,Blond,Pebble Gray Metallic,61492
Audi,S7 2.9T Premium Plus,2020,23465,2.9L V6 24V GDI DOHC Twin Turbo,2.9,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,28,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,Black,Audi Exclusive Color,72991
Mercedes-Benz,AMG C 63 S,2021,31049,4.0L V8 32V GDI DOHC Twin Turbo,4,9-Speed Automatic,1,Gasoline,Rear-wheel Drive,14,18,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,Black,designo Cardinal Red Metallic,69900
Land,Rover Range Rover Sport SE Dynamic,2023,7725,3.0L I6 24V GDI DOHC Turbo,3,Automatic,1,Gasoline,Four-wheel Drive,18,23,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,Ebony,Fuji White,104228
Jaguar,F-TYPE Base,2019,10225,I4,,Automatic,1,Gasoline,Rear-wheel Drive,21,30,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,Ebony / Ebony,Fuji White,46999
Volkswagen,Atlas Cross Sport 3.6L V6 SE w/Technology R-Line,2020,26092,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,Titan Black,Pure Gray,37641
Jeep,Grand Cherokee Limited,2021,20439,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,28,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,Black,Granite Crystal Clearcoat Metallic,32499
Porsche,718 Boxster Base,2020,6694,"2L H-4 gasoline direct injection, DOHC, VarioCam Plus variable v",2,Manual,0,Gasoline,Rear-wheel Drive,19,23,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,Black/Bordeaux Red,Carmine Red,76990
Honda,Accord EX-L,2017,53801,2.4L I4 16V GDI DOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,27,36,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,,Black,21194
Audi,Q5 40 Premium Plus,2020,14140,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,22,28,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,Black,Glacier White Metallic,37881
Alfa,Romeo Giulia Base,2017,75064,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,Black,Rosso Alfa,22195
Nissan,Maxima 3.5 SL,2018,51424,3.5L V6 24V MPFI DOHC,3.5,Automatic CVT,1,Gasoline,Front-wheel Drive,,,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,Beige,White,25990
Mazda,Mazda3 Grand Touring,2018,28240,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,23,31,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,Black,Titanium Flash Mica,21500
Volvo,XC90 T6 Inscription 7 Passenger,2022,3514,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,34,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,Blond,Crystal White Metallic,62500
Maserati,Levante S,2017,24579,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,12,19,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,Tan,Rosso Rubino Mica,40932
Ford,Ranger XL,2005,128977,2.3L I4 16V MPFI DOHC,2.3,5-Speed Automatic,1,Gasoline,Rear-wheel Drive,24,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Oxford White,5281
Ford,Explorer XLT,2011,91205,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,Gray,Red,16998
Land,Rover Defender 110 S,2023,10476,I4,,Automatic,1,Gasoline,Four-wheel Drive,20,27,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,Ebony,Gondwana Stone,67988
Kia,Forte GT-Line,2022,9498,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,21,29,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,Black,White,26998
Chevrolet,Corvette Carrera 2 Targa,1992,47520,"5.7L V-8 DOHC, engine with 375HP",5.7,Manual,0,Gasoline,Rear-wheel Drive,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Black,White,16496
Toyota,Camry XSE,2021,38446,2.5L I4 16V PDI DOHC,2.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,27,38,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,Black,Supersonic Red / Midnight Black Metallic,32900
Jeep,Compass Latitude Lux,2022,8490,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,Black,Billet Silver Metallic Clearcoat,27894
Honda,Civic Sport Touring,2022,13299,1.5L I4 16V GDI DOHC Turbo,1.5,Automatic CVT,1,Gasoline,Front-wheel Drive,30,37,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,Black,Platinum White Pearl,32967
Land,Rover Discovery SE,2020,55979,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,22,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,Ebony / Light Oyster,Narvik Black,28997
Mazda,Mazda3 AWD,2020,12717,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,Black,Jet Black Mica,22499
MINI,Paceman Cooper S ALL4,2014,50785,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Manual,0,Gasoline,Four-wheel Drive,27,37,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Carbon Black,Black Metallic,13700
